SDD;EDN;SDD_num;EDN_num
Prescrire un hypnotique/anxiolytique;Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage;256;326
Prescrire un hypnotique/anxiolytique;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;256;330
Prescrire une contraception et contraception d'urgence;Violences sexuelles;257;12
Prescrire une contraception et contraception d'urgence;Contraception. (voir item 330);257;36
Prescrire une contraception et contraception d'urgence;Interruption volontaire de grossesse;257;37
Prescrire une contraception et contraception d'urgence;Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose;257;162
Prescrire une contraception et contraception d'urgence;Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;257;321
Prescrire une contraception et contraception d'urgence;La décision thérapeutique personnalisée : bon usage dans des situations à risque;257;322
Prescrire une contraception et contraception d'urgence;Éducation thérapeutique, observance et automédication;257;324
Prise de poids;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;57;48
Prise de poids;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;57;249
Prise de poids;Obésité de l'enfant et de l'adulte (voir item 71);57;253
Prise de poids;Éducation thérapeutique, observance et automédication;57;324
Prise de poids;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;57;330
Prise en charge d'un accès palustre;Fièvre aiguë chez l'enfant et l'adulte;262;147
Prise en charge d'un accès palustre;Paludisme;262;170
Prise en charge d'un accès palustre;Pathologie infectieuse chez les migrants adultes et enfants;262;174
Prise en charge d'un accès palustre;Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées;262;175
Prise en charge d'un allaitement normal et difficile;Accouchement, délivrance et suites de couches normales;273;31
Prise en charge d'un allaitement normal et difficile;Évaluation et soins du nouveau-né à terme;273;32
Prise en charge d'un allaitement normal et difficile;Allaitement maternel;273;33
Prise en charge d'un allaitement normal et difficile;Suites de couches pathologiques : pathologie maternelle dans les 40 jours;273;34
Prise en charge d'un allaitement normal et difficile;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;273;48
Prise en charge d'un allaitement normal et difficile;Ictère de l'adulte et de l'enfant;273;278
Prise en charge d'un patient en décubitus prolongé;La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique. (voir item 56);276;118
Prise en charge d'un patient en décubitus prolongé;Soins et accompagnement dans la maladie chronique et le handicap;276;119
Prise en charge d'un patient en décubitus prolongé;Complications de l'immobilité et du décubitus. Prévention et prise en charge;276;120
Prise en charge d'un patient présentant une tuberculose bacillifère;Surveillance des maladies infectieuses transmissibles;274;145
Prise en charge d'un patient présentant une tuberculose bacillifère;Tuberculose de l'adulte et de l'enfant;274;159
Prise en charge d'un patient présentant une tuberculose bacillifère;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);274;177
Prise en charge d'un patient présentant une tuberculose bacillifère;Éducation thérapeutique, observance et automédication;274;324
Prise en charge d'une ectoparasitose;Prurit;263;116
Prise en charge d'une ectoparasitose;Gale et pédiculose;263;171
Prise en charge d'une suspicion de thrombophilie;Suites de couches pathologiques : pathologie maternelle dans les 40 jours;275;34
Prise en charge d'une suspicion de thrombophilie;Contraception. (voir item 330);275;36
Prise en charge d'une suspicion de thrombophilie;Pathologies auto-immunes : aspects épidémiologiques, diagnostiques et principes de traitement;275;192
Prise en charge d'une suspicion de thrombophilie;Lupus systémique (LS). Syndrome des anti-phospholipides (SAPL);275;194
Prise en charge d'une suspicion de thrombophilie;Thrombose veineuse profonde et embolie pulmonaire (voir item 330);275;226
Prise en charge d'une suspicion de thrombophilie;Néphropathie glomérulaire;275;261
Prise en charge d'une suspicion de thrombophilie;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";275;292
Prise en charge d'une suspicion de thrombophilie;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;275;330
Prise en charge d'une suspicion de thrombophilie;Surveillance d'un malade sous plâtre/résine;275;365
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Addiction aux médicaments psychotropes (benzodiazépines et apparentés). (voir item 322);340;77
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);340;78
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Situations exceptionnelles;340;333
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Principales intoxications aiguës;340;337
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Agitation et délire aigu;340;351
Prise volontaire ou involontaire d'un toxique ou d'un médicament potentiellement toxique;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;340;353
Prolapsus;Algies pelviennes chez la femme;107;40
Prolapsus;Tuméfaction pelvienne chez la femme;107;44
Protéinurie;Œdèmes des membres inférieurs localisés ou généralisés;212;257
Protéinurie;Protéinurie et syndrome néphrotique chez l'adulte et de l'enfant;212;259
Protéinurie;Néphropathie glomérulaire;212;261
Protéinurie;Néphropathies interstitielles;212;262
Prurit;Dermatose bulleuse touchant la peau et/ou les muqueuses externes;88;112
Prurit;Toxidermies;88;115
Prurit;Prurit;88;116
Prurit;Psoriasis;88;117
Prurit;Gale et pédiculose;88;171
Prurit;Parasitoses digestives : giardiose, amoebose, téniasis, ascaridiose, oxyurose, anguillulose, cryptosporidiose;88;172
Prurit;Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact;88;187
Prévention chez un malade contagieux;Surveillance des maladies infectieuses transmissibles;310;145
Prévention chez un malade contagieux;Vaccinations;310;146
Prévention chez un malade contagieux;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;310;151
Prévention chez un malade contagieux;Infections broncho pulmonaires communautaires de l'adulte et de l'enfant;310;154
Prévention chez un malade contagieux;Tuberculose de l'adulte et de l'enfant;310;159
Prévention chez un malade contagieux;Coqueluche;310;163
Prévention chez un malade contagieux;Exanthèmes fébriles de l'enfant;310;164
Prévention chez un malade contagieux;Grippe;310;166
Prévention chez un malade contagieux;Gale et pédiculose;310;171
Prévention chez un malade contagieux;Exposition accidentelle aux liquides biologiques : conduite à tenir;310;366
Prévention de l'exposition aux écrans;Développement psychomoteur du nourrisson et de l'enfant : aspects normaux et pathologiques (sommeil, alimentation, contrôles sphinctériens, psychomotricité, langage, intelligence). L'installation précoce de la relation parents-enfant et son importance. Troubles de l'apprentissage (voir item 122);323;55
Prévention de l'exposition aux écrans;Troubles du comportement de l'enfant et de l'adolescent;323;68
Prévention de l'exposition aux écrans;Addictions comportementales;323;79
Prévention de l'exposition aux écrans;Troubles du sommeil de l'enfant et de l'adulte;323;110
Prévention de l'exposition aux écrans;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;323;249
Prévention de l'exposition aux écrans;Obésité de l'enfant et de l'adulte (voir item 71);323;253
Prévention de la douleur liée aux soins;Bases neurophysiologiques, mécanismes physiopathologiques d'une douleur aiguë et d'une douleur chronique;258;134
Prévention de la douleur liée aux soins;Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses. (voir item 330);258;135
Prévention de la douleur liée aux soins;Anesthésie locale, locorégionale et générale;258;136
Prévention de la douleur liée aux soins;Douleur chez l'enfant : évaluation et traitements antalgique;258;137
Prévention de la douleur liée aux soins;Douleur chez la personne vulnérable;258;138
Prévention de la douleur liée aux soins;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (1). Principaux repères cliniques. Modalités d'organisation des équipes, en établissement de santé et en et en ambulatoire;258;139
Prévention de la douleur liée aux soins;Connaître les aspects spécifiques des soins palliatifs en pédiatrie;258;142
Prévention de la douleur liée aux soins;Connaître les aspects spécifiques des soins palliatifs en réanimation;258;143
Prévention de la mort inexpliquée du nourrisson;Évaluation et soins du nouveau-né à terme;318;32
Prévention de la mort inexpliquée du nourrisson;Suivi d'un nourrisson, d'un enfant et d'un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles;318;47
Prévention de la mort inexpliquée du nourrisson;Maltraitance et enfants en danger. Protection maternelle et infantile;318;57
Prévention de la mort inexpliquée du nourrisson;Malaise grave du nourrisson et mort inattendue du nourrisson;318;345
Prévention des accidents domestiques;Troubles de la marche et de l'équilibre;325;109
Prévention des accidents domestiques;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;325;334
Prévention des accidents domestiques;Principales intoxications aiguës;325;337
Prévention des accidents domestiques;Malaise grave du nourrisson et mort inattendue du nourrisson;325;345
Prévention des infections liées aux soins;Qualité et sécurité des soins. La sécurité du patient. La gestion des risques. Les événements indésirables associés aux soins (EIAS). Démarche qualité et évaluation des pratiques professionnelles;311;4
Prévention des infections liées aux soins;Surveillance des porteurs de prothèses valvulaires;311;153
Prévention des infections liées aux soins;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);311;177
Prévention des infections liées aux soins;Surveillance et complications des abords veineux;311;229
Prévention des infections liées aux soins;La décision thérapeutique personnalisée : bon usage dans des situations à risque;311;322
Prévention des infections liées aux soins;Connaître les caractéristiques des produits sanguins labiles (PSL) et leur spécificité;311;329
Prévention des maladies cardiovasculaires;Addiction au tabac;320;75
Prévention des maladies cardiovasculaires;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);320;78
Prévention des maladies cardiovasculaires;Ménopause, insuffisance ovarienne prématurée, andropause, déficit androgénique lié à l'âge. (Voir item 330);320;124
Prévention des maladies cardiovasculaires;Athérome : épidémiologie et physiopathologie. Le malade poly-athéromateux;320;221
Prévention des maladies cardiovasculaires;Facteurs de risque cardio-vasculaire et prévention;320;222
Prévention des maladies cardiovasculaires;Dyslipidémies;320;223
Prévention des maladies cardiovasculaires;Hypertension artérielle de l'adulte et de l'enfant;320;224
Prévention des maladies cardiovasculaires;"Artériopathie de l'aorte, des artères viscérales et des membres inférieurs ; anévrysmes";320;225
Prévention des maladies cardiovasculaires;Diabète sucré de type 1 et 2 de l'enfant et de l'adulte. Complications;320;247
Prévention des maladies cardiovasculaires;Prévention primaire par la nutrition chez l'adulte et l'enfant;320;248
Prévention des maladies cardiovasculaires;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;320;249
Prévention des maladies cardiovasculaires;Obésité de l'enfant et de l'adulte (voir item 71);320;253
Prévention des maladies cardiovasculaires;Néphropathies vasculaires;320;263
Prévention des maladies cardiovasculaires;Éducation thérapeutique, observance et automédication;320;324
Prévention des maladies cardiovasculaires;Principes de la médecine intégrative, utilité et risques des interventions non médicamenteuses et des thérapies complémentaires;320;327
Prévention des maladies cardiovasculaires;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;320;330
Prévention des maladies cardiovasculaires;Syndromes coronariens aigus;320;339
Prévention des maladies cardiovasculaires;Accidents vasculaires cérébraux;320;340
Prévention des risques fœtaux;Principales complications de la grossesse;312;24
Prévention des risques fœtaux;Prévention des risques fœtaux : infection, médicaments, toxiques, irradiation;312;27
Prévention des risques fœtaux;Addiction au tabac;312;75
Prévention des risques fœtaux;Addiction à l'alcool;312;76
Prévention des risques fœtaux;Addiction aux médicaments psychotropes (benzodiazépines et apparentés). (voir item 322);312;77
Prévention des risques fœtaux;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);312;78
Prévention des risques fœtaux;Surveillance des maladies infectieuses transmissibles;312;145
Prévention des risques fœtaux;Vaccinations;312;146
Prévention des risques fœtaux;Grippe;312;166
Prévention des risques fœtaux;Hépatites virales;312;167
Prévention des risques fœtaux;Infections à VIH;312;169
Prévention des risques fœtaux;Risques sanitaires liés aux irradiations. Radioprotection;312;180
Prévention des risques liés au tabac;Prévention des risques fœtaux : infection, médicaments, toxiques, irradiation;314;27
Prévention des risques liés au tabac;Addiction au tabac;314;75
Prévention des risques liés au tabac;Facteurs de risque cardio-vasculaire et prévention;314;222
Prévention des risques liés au tabac;Épidémiologie, facteurs de risque, prévention et dépistage des cancers;314;290
Prévention des risques liés à l'alcool;Addiction à l'alcool;313;76
Prévention des risques liés à l'alcool;Ulcère gastrique et duodénal. Gastrite;313;272
Prévention des risques liés à l'alcool;Dysphagie;313;273
Prévention des risques liés à l'alcool;Splénomégalie;313;275
Prévention des risques liés à l'alcool;Hépatomégalie et masse abdominale;313;276
Prévention des risques liés à l'alcool;Cirrhose et complications;313;279
Prévention des risques liés à l'alcool;Pancréatite chronique;313;281
Prévention des risques liés à l'alcool;Épidémiologie, facteurs de risque, prévention et dépistage des cancers;313;290
Prévention des risques liés à l'alcool;Principales intoxications aiguës;313;337
Prévention des risques professionnels;Connaître les principaux risques professionnels pour la maternité, liés au travail de la mère;315;29
Prévention des risques professionnels;Vaccinations;315;146
Prévention des risques professionnels;Risques sanitaires liés aux irradiations. Radioprotection;315;180
Prévention des risques professionnels;Environnement professionnel et santé au travail;315;182
Prévention des risques professionnels;Organisation de la médecine du travail. Prévention des risques professionnels;315;183
Prévention des risques professionnels;Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact;315;187
Prévention des risques professionnels;Hypersensibilité et allergies respiratoires chez l'enfant et chez l'adulte. Asthme, rhinite;315;188
Prévention des risques professionnels;Épidémiologie, facteurs de risque, prévention et dépistage des cancers;315;290
Prévention des risques professionnels;Impact de l'environnement sur la santé;315;367
Prévention du surpoids et de l'obésité;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;319;48
Prévention du surpoids et de l'obésité;Troubles des conduites alimentaires chez l'adolescent et l'adulte (voir item 253);319;71
Prévention du surpoids et de l'obésité;Addictions comportementales;319;79
Prévention du surpoids et de l'obésité;Facteurs de risque cardio-vasculaire et prévention;319;222
Prévention du surpoids et de l'obésité;Prévention primaire par la nutrition chez l'adulte et l'enfant;319;248
Prévention du surpoids et de l'obésité;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;319;249
Prévention du surpoids et de l'obésité;Obésité de l'enfant et de l'adulte (voir item 71);319;253
Prévention/dépistage des cancers de l'adulte;Le raisonnement et la décision en médecine. La médecine fondée sur les preuves (Evidence Based Medicine, EBM). La décision médicale partagée. La controverse;303;3
Prévention/dépistage des cancers de l'adulte;Addiction au tabac;303;75
Prévention/dépistage des cancers de l'adulte;Addiction à l'alcool;303;76
Prévention/dépistage des cancers de l'adulte;Vieillissement normal : aspects biologiques, fonctionnels et relationnels. Données épidémiologiques et sociologiques. Prévention du vieillissement pathologique;303;123
Prévention/dépistage des cancers de l'adulte;Épidémiologie, facteurs de risque, prévention et dépistage des cancers;303;290
Prévention/dépistage des cancers de l'adulte;Cancer : cancérogénèse, oncogénétique;303;291
Prévention/dépistage des cancers de l'adulte;Tumeurs de la cavité buccale, naso-sinusiennes et du cavum, et des voies aérodigestives supérieures;303;298
Prévention/dépistage des cancers de l'adulte;Tumeurs du col utérin, tumeur du corps utérin;303;300
Prévention/dépistage des cancers de l'adulte;Tumeurs du colon et du rectum;303;301
Prévention/dépistage des cancers de l'adulte;Tumeurs cutanées, épithéliales et mélaniques;303;302
Prévention/dépistage des cancers de l'adulte;Tumeurs du poumon, primitives et secondaires;303;309
Prévention/dépistage des cancers de l'adulte;Tumeurs de la prostate;303;310
Prévention/dépistage des cancers de l'adulte;Tumeurs du sein;303;312
Puberté précoce ou retardée;Aménorrhée;113;42
Puberté précoce ou retardée;Puberté normale et pathologique;113;49
Puberté précoce ou retardée;Adénome hypophysaire;113;244
Puberté précoce ou retardée;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";113;292
Puberté précoce ou retardée;Tumeurs intracrâniennes;113;299
Purpura/ecchymose/hématome;Certificats médicaux. Décès et législation;89;13
Purpura/ecchymose/hématome;Maltraitance et enfants en danger. Protection maternelle et infantile;89;57
Purpura/ecchymose/hématome;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;89;151
Purpura/ecchymose/hématome;Connaître les principaux types de vascularite systémique, les organes cibles, les outils diagnostiques et les moyens thérapeutiques;89;193
Purpura/ecchymose/hématome;Hémogramme chez l'adulte et l'enfant : indications et interprétation;89;212
Purpura/ecchymose/hématome;Thrombopénie chez l'adulte et l'enfant;89;214
Purpura/ecchymose/hématome;Purpuras chez l'adulte et l'enfant;89;215
Purpura/ecchymose/hématome;Syndrome hémorragique d'origine hématologique;89;216
Pâleur de l'enfant;Anémie chez l'adulte et l'enfant;55;213
Pâleur de l'enfant;Syndrome hémorragique d'origine hématologique;55;216
Pâleur de l'enfant;Hypoglycémie chez l'adulte et l'enfant;55;240
Pâleur de l'enfant;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;55;269
Pâleur de l'enfant;Leucémies aiguës;55;315
Pâleur de l'enfant;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;55;332
Pâleur de l'enfant;Malaise grave du nourrisson et mort inattendue du nourrisson;55;345
Pâleur de l'enfant;Hémorragie digestive;55;355
Raideur articulaire;Boiterie chez l'enfant;56;54
Raideur articulaire;Rachialgie;56;94
Raideur articulaire;Troubles de la marche et de l'équilibre;56;109
Raideur articulaire;Complications de l'immobilité et du décubitus. Prévention et prise en charge;56;120
Raideur articulaire;Principales techniques de rééducation et de réadaptation. (voir item 55);56;122
Raideur articulaire;Arthrose;56;129
Raideur articulaire;Infections ostéo articulaires (IOA) de l'enfant et de l'adulte;56;156
Raideur articulaire;Polyarthrite rhumatoïde;56;196
Raideur articulaire;Spondyloarthrite;56;197
Raideur articulaire;Arthropathies microcristallines;56;198
Raideur articulaire;Syndrome douloureux régional complexe (ex algodystrophie);56;199
Raideur articulaire;Douleur et épanchement articulaire. Arthrite d'évolution récente;56;200
Refus de traitement et de prise en charge recommandés;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;343;1
Refus de traitement et de prise en charge recommandés;Les valeurs professionnelles du médecin et des autres professions de santé;343;2
Refus de traitement et de prise en charge recommandés;Introduction à l'éthique médicale;343;9
Refus de traitement et de prise en charge recommandés;La mort;343;14
Refus de traitement et de prise en charge recommandés;Soins et accompagnement dans la maladie chronique et le handicap;343;119
Refus de traitement et de prise en charge recommandés;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (2). Accompagnement de la personne malade et de son entourage. Principaux repères éthiques;343;140
Refus de traitement et de prise en charge recommandés;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (3). La sédation pour détresse en phase terminale et dans des situations spécifiques et complexes en fin de vie. Réponse à la demande d'euthanasie ou de suicide assisté;343;141
Refus de traitement et de prise en charge recommandés;Prise en charge et accompagnement d'un malade atteint de cancer à tous les stades de la maladie dont le stade de soins palliatifs en abordant les problématiques techniques, relationnelles, sociales et éthiques;343;295
Refus de traitement et de prise en charge recommandés;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;343;353
Rhinorrhée;Epistaxis;155;87
Rhinorrhée;Infections naso-sinusiennes de l'adulte et de l'enfant;155;148
Rhinorrhée;Angines de l'adulte et de l'enfant;155;149
Rhinorrhée;Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement;155;186
Rhinorrhée;Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact;155;187
Rhinorrhée;Hypersensibilité et allergies respiratoires chez l'enfant et chez l'adulte. Asthme, rhinite;155;188
Ronflements;Troubles du sommeil de l'enfant et de l'adulte;156;110
Réaction inflammatoire sur pièce opératoire /biopsie;Réaction inflammatoire : aspects biologiques et cliniques. Conduite à tenir;179;185
Réaction inflammatoire sur pièce opératoire /biopsie;Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement;179;186
Réaction inflammatoire sur pièce opératoire /biopsie;Pathologies auto-immunes : aspects épidémiologiques, diagnostiques et principes de traitement;179;192
Réaction inflammatoire sur pièce opératoire /biopsie;Connaître les principaux types de vascularite systémique, les organes cibles, les outils diagnostiques et les moyens thérapeutiques;179;193
Réaction inflammatoire sur pièce opératoire /biopsie;"Transplantation d'organes : aspects épidémiologiques et immunologiques ; principes de traitement et surveillance ; complications et pronostic ; aspects éthiques et légaux. Prélèvements d'organes et législation";179;201
Réaction inflammatoire sur pièce opératoire /biopsie;Le médecin préleveur de cellules et/ou de tissus pour des examens d'Anatomie et Cytologie Pathologiques : connaître les principes de réalisation, transmission et utilisation des prélèvements à visée sanitaire et de recherche;179;293
Réaction à un événement potentiellement traumatique;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;341;1
Réaction à un événement potentiellement traumatique;Connaître les facteurs de risque, prévention, dépistage des troubles psychiques de l'enfant à la personne âgée;341;60
Réaction à un événement potentiellement traumatique;Diagnostiquer : un trouble dépressif, un trouble anxieux, un trouble obsessionnel compulsif, un trouble de stress post-traumatique, un trouble de l'adaptation, un trouble de la personnalité;341;66
Réaction à un événement potentiellement traumatique;Différents types de techniques psychothérapeutiques;341;73
Réalisation et interprétation d'un électrocardiogramme (ECG);Hypertension artérielle de l'adulte et de l'enfant;185;224
Réalisation et interprétation d'un électrocardiogramme (ECG);Thrombose veineuse profonde et embolie pulmonaire (voir item 330);185;226
Réalisation et interprétation d'un électrocardiogramme (ECG);Douleur thoracique aiguë;185;230
Réalisation et interprétation d'un électrocardiogramme (ECG);Électrocardiogramme : indications et interprétations;185;231
Réalisation et interprétation d'un électrocardiogramme (ECG);Fibrillation atriale;185;232
Réalisation et interprétation d'un électrocardiogramme (ECG);Insuffisance cardiaque de l'adulte;185;234
Réalisation et interprétation d'un électrocardiogramme (ECG);Péricardite aiguë;185;235
Réalisation et interprétation d'un électrocardiogramme (ECG);Troubles de la conduction intracardiaque;185;236
Réalisation et interprétation d'un électrocardiogramme (ECG);Palpitations;185;237
Réalisation et interprétation d'un électrocardiogramme (ECG);Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;185;267
Réalisation et interprétation d'un électrocardiogramme (ECG);Hypercalcémie;185;268
Réalisation et interprétation d'un électrocardiogramme (ECG);Principales intoxications aiguës;185;337
Réalisation et interprétation d'un électrocardiogramme (ECG);Syndromes coronariens aigus;185;339
Rédaction d'une ordonnance/d'un courrier médical;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;342;1
Rédaction d'une ordonnance/d'un courrier médical;Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;342;321
Rédaction d'une ordonnance/d'un courrier médical;La décision thérapeutique personnalisée : bon usage dans des situations à risque;342;322
Rédaction d'une ordonnance/d'un courrier médical;Éducation thérapeutique, observance et automédication;342;324
Rédaction d'une ordonnance/d'un courrier médical;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);342;325
Rédaction d'une ordonnance/d'un courrier médical;Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage;342;326
Rédaction d'une ordonnance/d'un courrier médical;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;342;330
Régurgitation du nourrisson;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;11;48
Régurgitation du nourrisson;Reflux gastro-œsophagien chez le nourrisson, chez l'enfant et chez l'adulte. Hernie hiatale;11;271
Régurgitation du nourrisson;Vomissements du nourrisson, de l'enfant et de l'adulte;11;274
Rétention aiguë d'urines;Troubles de la miction et incontinence urinaire de l'adulte et du sujet âgé;97;125
Rétention aiguë d'urines;Hypertrophie bénigne de la prostate;97;127
Rétention aiguë d'urines;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;97;269
Rétention aiguë d'urines;Rétention aiguë d'urine;97;347
Saignement génital anormal (hors grossesse connue);Anomalies du cycle menstruel. Métrorragies;112;35
Saignement génital anormal (hors grossesse connue);Hémorragie génitale chez la femme;112;43
Saignement génital anormal (hors grossesse connue);Tuméfaction pelvienne chez la femme;112;44
Saignement génital anormal (hors grossesse connue);"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";112;292
Saignement génital anormal (hors grossesse connue);Tumeurs du col utérin, tumeur du corps utérin;112;300
Saignement génital anormal (hors grossesse connue);Tumeurs de l'ovaire;112;306
Saignement génital anormal en post-partum;Suites de couches pathologiques : pathologie maternelle dans les 40 jours;110;34
Saignement génital anormal en post-partum;Algies pelviennes chez la femme;110;40
Saignement génital anormal en post-partum;Hémorragie génitale chez la femme;110;43
Saignement génital anormal en post-partum;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";110;292
Saignement génital anormal en post-partum;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;110;332
Saignement génital durant la grossesse;Grossesse normale;111;23
Saignement génital durant la grossesse;Principales complications de la grossesse;111;24
Saignement génital durant la grossesse;Grossesse extra-utérine;111;25
Saignement génital durant la grossesse;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;111;332
Sensation de brûlure oculaire;Infections et inflammations oculaires;141;83
Sensation de brûlure oculaire;Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact;141;187
Situation de handicap;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;345;1
Situation de handicap;Les droits individuels et collectifs du patient;345;7
Situation de handicap;Les discriminations;345;8
Situation de handicap;La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique. (voir item 56);345;118
Situation de handicap;Soins et accompagnement dans la maladie chronique et le handicap;345;119
Situation de handicap;Le handicap psychique. (voir item 56 et 118);345;121
Situation de handicap;Environnement professionnel et santé au travail;345;182
Situation de harcèlement;Violences et santé;344;11
Situation de harcèlement;Violences sexuelles;344;12
Situation de harcèlement;Certificats médicaux. Décès et législation;344;13
Situation de harcèlement;Maltraitance et enfants en danger. Protection maternelle et infantile;344;57
Situation de harcèlement;Différents types de techniques psychothérapeutiques;344;73
